mode,t_rel,offered_mbps,util_kernel,util_ditto,aoi_s,error,abs_error,du_dt,error_pred,read_gap_s,ditto_ok,t_source,t_read,ts
step,22.713,3.2,0.0,0.00118,1.1421,0.00118,0.00118,0.0,0.0,0.0064,1,1784300698.993,1784300700.135,1784300700.135
step,22.92,3.2,0.0,0.00118,0.3507,0.00118,0.00118,0.0,0.0,0.0089,1,1784300699.994,1784300700.345,1784300700.345
step,23.13,3.2,0.0,0.00118,0.5596,0.00118,0.00118,0.0,0.0,0.0084,1,1784300699.994,1784300700.554,1784300700.554
step,23.339,3.2,0.00294,0.00118,0.7682,-0.00176,0.00176,0.01411,0.01084,0.0081,1,1784300699.994,1784300700.762,1784300700.762
step,23.547,3.2,0.0,0.00118,0.9775,0.00118,0.00118,0.01406,0.01374,0.0088,1,1784300699.994,1784300700.972,1784300700.972
step,23.756,3.2,0.0,0.00118,0.1862,0.00118,0.00118,0.0,0.0,0.0083,1,1784300700.994,1784300701.18,1784300701.18
step,23.965,3.2,0.0,0.00118,0.395,0.00118,0.00118,0.0,0.0,0.0082,1,1784300700.994,1784300701.389,1784300701.389
step,24.174,3.2,0.0,0.00118,0.6038,0.00118,0.00118,0.0,0.0,0.0084,1,1784300700.994,1784300701.598,1784300701.598
step,24.383,3.2,0.00294,0.00118,0.8129,-0.00176,0.00176,0.01407,0.01144,0.0084,1,1784300700.994,1784300701.807,1784300701.807
step,24.592,3.2,0.0,0.00118,1.0216,0.00118,0.00118,0.01409,0.0144,0.0083,1,1784300700.994,1784300702.016,1784300702.016
step,24.801,3.2,0.0,0.00118,0.2304,0.00118,0.00118,0.0,0.0,0.0083,1,1784300701.994,1784300702.224,1784300702.225
step,25.009,1.2,0.0,0.00118,0.4543,0.00118,0.00118,0.0,0.0,0.0077,1,1784300701.994,1784300702.448,1784300702.448
step,25.233,1.2,0.00294,0.00118,0.6633,-0.00176,0.00176,0.01408,0.00934,0.0085,1,1784300701.994,1784300702.657,1784300702.657
step,25.443,1.2,0.0,0.00118,0.8727,0.00118,0.00118,0.01405,0.01227,0.0086,1,1784300701.994,1784300702.867,1784300702.867
step,25.652,1.2,0.0,0.00118,1.0789,0.00118,0.00118,0.0,0.0,0.0063,1,1784300701.994,1784300703.073,1784300703.074
step,25.858,1.2,0.0,0.00118,0.2883,0.00118,0.00118,0.0,0.0,0.0084,1,1784300702.994,1784300703.282,1784300703.282
step,26.067,1.2,0.0,0.00118,0.4965,0.00118,0.00118,0.0,0.0,0.0077,1,1784300702.994,1784300703.49,1784300703.491
step,26.275,1.2,0.00294,0.00118,0.706,-0.00176,0.00176,0.01406,0.00992,0.0091,1,1784300702.994,1784300703.7,1784300703.7
step,26.485,1.2,0.0,0.00118,0.9151,0.00118,0.00118,0.01408,0.01289,0.0086,1,1784300702.994,1784300703.909,1784300703.909
step,26.694,1.2,0.0,0.00118,0.1225,0.00118,0.00118,0.0,0.0,0.0071,1,1784300703.994,1784300704.117,1784300704.117
step,26.902,1.2,0.0,0.00118,0.3367,0.00118,0.00118,0.0,0.0,0.0136,1,1784300703.994,1784300704.331,1784300704.331
step,27.116,1.2,0.0,0.00118,0.5457,0.00118,0.00118,0.0,0.0,0.0085,1,1784300703.994,1784300704.54,1784300704.54
step,27.325,1.2,0.00294,0.00118,0.7568,-0.00176,0.00176,0.01394,0.01055,0.0105,1,1784300703.994,1784300704.751,1784300704.751
step,27.536,1.2,0.0,0.00118,0.9661,0.00118,0.00118,0.01406,0.01358,0.0088,1,1784300703.994,1784300704.96,1784300704.96
step,27.745,1.2,0.0,0.00118,0.1742,0.00118,0.00118,0.0,0.0,0.0076,1,1784300704.994,1784300705.168,1784300705.168
step,27.953,1.2,0.0,0.00118,0.3835,0.00118,0.00118,0.0,0.0,0.0088,1,1784300704.994,1784300705.378,1784300705.378
step,28.163,1.2,0.0,0.00118,0.5922,0.00118,0.00118,0.0,0.0,0.0081,1,1784300704.994,1784300705.586,1784300705.586
step,28.371,1.2,0.00294,0.00118,0.8019,-0.00176,0.00176,0.01403,0.01125,0.0092,1,1784300704.994,1784300705.796,1784300705.796
step,28.581,1.2,0.0,0.00118,1.0108,0.00118,0.00118,0.01408,0.01423,0.0085,1,1784300704.994,1784300706.005,1784300706.005
step,28.79,1.2,0.0,0.00118,0.2195,0.00118,0.00118,0.0,0.0,0.0091,1,1784300705.995,1784300706.214,1784300706.215
step,28.999,1.2,0.0,0.00118,0.4287,0.00118,0.00118,0.0,0.0,0.0089,1,1784300705.995,1784300706.424,1784300706.424
step,29.209,1.2,0.0,0.00118,0.6371,0.00118,0.00118,0.0,0.0,0.0079,1,1784300705.995,1784300706.632,1784300706.632
step,29.417,1.2,0.00294,0.00118,0.8488,-0.00176,0.00176,0.01389,0.01179,0.0112,1,1784300705.995,1784300706.844,1784300706.844
step,29.629,1.2,0.0,0.00118,1.057,0.00118,0.00118,0.01413,0.01493,0.0079,1,1784300705.995,1784300707.052,1784300707.052
step,29.837,1.2,0.0,0.00118,0.2667,0.00118,0.00118,0.0,0.0,0.009,1,1784300706.995,1784300707.262,1784300707.262
step,30.047,3.2,0.0,0.00118,0.4909,0.00118,0.00118,0.0,0.0,0.0076,1,1784300706.995,1784300707.486,1784300707.486
step,30.271,3.2,0.00294,0.00118,0.7006,-0.00176,0.00176,0.01403,0.00983,0.0092,1,1784300706.995,1784300707.696,1784300707.696
step,30.481,3.2,0.0,0.00118,0.91,0.00118,0.00118,0.01406,0.01279,0.0088,1,1784300706.995,1784300707.905,1784300707.905
step,30.69,3.2,0.0,0.00118,0.1184,0.00118,0.00118,0.0,0.0,0.0079,1,1784300707.995,1784300708.113,1784300708.113
step,30.898,3.2,0.0,0.00118,0.3276,0.00118,0.00118,0.0,0.0,0.0087,1,1784300707.995,1784300708.323,1784300708.323
step,31.108,3.2,0.0,0.00118,0.5362,0.00118,0.00118,0.0,0.0,0.008,1,1784300707.995,1784300708.531,1784300708.531
step,31.316,3.2,0.00294,0.00118,0.7449,-0.00176,0.00176,0.01409,0.0105,0.008,1,1784300707.995,1784300708.74,1784300708.74
step,31.525,3.2,0.0,0.00118,0.9532,0.00118,0.00118,0.01412,0.01346,0.0078,1,1784300707.995,1784300708.948,1784300708.948
step,31.733,3.2,0.0,0.00118,0.1618,0.00118,0.00118,0.0,0.0,0.0081,1,1784300708.995,1784300709.157,1784300709.157
step,31.942,3.2,0.0,0.00118,0.37,0.00118,0.00118,0.0,0.0,0.0076,1,1784300708.995,1784300709.365,1784300709.365
step,32.15,3.2,0.0,0.00118,0.5789,0.00118,0.00118,0.0,0.0,0.0083,1,1784300708.995,1784300709.574,1784300709.574
step,32.359,3.2,0.00294,0.00118,0.7873,-0.00176,0.00176,0.01412,0.01111,0.008,1,1784300708.995,1784300709.782,1784300709.782
step,32.567,3.2,0.0,0.00118,0.9967,0.00118,0.00118,0.01405,0.01401,0.0089,1,1784300708.995,1784300709.992,1784300709.992
step,32.777,3.2,0.0,0.00118,0.206,0.00118,0.00118,0.0,0.0,0.0087,1,1784300709.995,1784300710.201,1784300710.201
step,32.986,3.2,0.0,0.00118,0.4149,0.00118,0.00118,0.0,0.0,0.0084,1,1784300709.995,1784300710.41,1784300710.41
step,33.195,3.2,0.0,0.00118,0.6247,0.00118,0.00118,0.0,0.0,0.0094,1,1784300709.995,1784300710.62,1784300710.62
step,33.405,3.2,0.00294,0.00118,0.8344,-0.00176,0.00176,0.01403,0.01171,0.0092,1,1784300709.995,1784300710.829,1784300710.83
step,33.614,3.2,0.0,0.00118,1.0426,0.00118,0.00118,0.01414,0.01474,0.0079,1,1784300709.995,1784300711.038,1784300711.038
step,33.823,3.2,0.0,0.00118,0.2514,0.00118,0.00118,0.0,0.0,0.0082,1,1784300710.995,1784300711.246,1784300711.247
step,34.031,3.2,0.0,0.00118,0.4597,0.00118,0.00118,0.0,0.0,0.0078,1,1784300710.995,1784300711.455,1784300711.455
step,34.24,3.2,0.00294,0.00118,0.6692,-0.00176,0.00176,0.01404,0.0094,0.009,1,1784300710.995,1784300711.664,1784300711.664
step,34.45,3.2,0.0,0.00118,0.8798,0.00118,0.00118,0.01397,0.01229,0.0099,1,1784300710.995,1784300711.875,1784300711.875
step,34.661,3.2,0.0,0.00118,1.0862,0.00118,0.00118,0.0,0.0,0.0054,1,1784300710.995,1784300712.081,1784300712.081
step,34.866,3.2,0.0,0.00118,0.2949,0.00118,0.00118,0.0,0.0,0.0082,1,1784300711.995,1784300712.29,1784300712.29
step,35.075,1.2,0.0,0.00118,0.5201,0.00118,0.00118,0.0,0.0,0.0077,1,1784300711.995,1784300712.515,1784300712.515
step,35.3,1.2,0.00294,0.00118,0.7289,-0.00176,0.00176,0.01409,0.01027,0.0083,1,1784300711.995,1784300712.724,1784300712.724
step,35.509,1.2,0.0,0.00118,0.9387,0.00118,0.00118,0.01402,0.01316,0.0092,1,1784300711.995,1784300712.934,1784300712.934
step,35.719,1.2,0.0,0.00118,0.1472,0.00118,0.00118,0.0,0.0,0.008,1,1784300712.995,1784300713.142,1784300713.142
step,35.927,1.2,0.0,0.00118,0.3558,0.00118,0.00118,0.0,0.0,0.008,1,1784300712.995,1784300713.351,1784300713.351
step,36.136,1.2,0.0,0.00118,0.5646,0.00118,0.00118,0.0,0.0,0.0083,1,1784300712.995,1784300713.56,1784300713.56
step,36.345,1.2,0.00294,0.00118,0.7733,-0.00176,0.00176,0.0141,0.0109,0.0082,1,1784300712.995,1784300713.768,1784300713.768
step,36.553,1.2,0.0,0.00118,0.9823,0.00118,0.00118,0.01408,0.01383,0.0085,1,1784300712.995,1784300713.977,1784300713.977
step,36.762,1.2,0.0,0.00118,0.1913,0.00118,0.00118,0.0,0.0,0.0085,1,1784300713.995,1784300714.186,1784300714.186
step,36.972,1.2,0.0,0.00118,0.4011,0.00118,0.00118,0.0,0.0,0.0092,1,1784300713.995,1784300714.396,1784300714.396
step,37.181,1.2,0.0,0.00118,0.6104,0.00118,0.00118,0.0,0.0,0.0087,1,1784300713.995,1784300714.605,1784300714.606
step,37.391,1.2,0.00294,0.00118,0.8201,-0.00176,0.00176,0.01403,0.01151,0.0092,1,1784300713.995,1784300714.815,1784300714.815
step,37.6,1.2,0.0,0.00118,1.0286,0.00118,0.00118,0.01411,0.01451,0.0082,1,1784300713.995,1784300715.024,1784300715.024
step,37.809,1.2,0.0,0.00118,0.237,0.00118,0.00118,0.0,0.0,0.0089,1,1784300714.996,1784300715.233,1784300715.233
step,38.018,1.2,0.0,0.00118,0.446,0.00118,0.00118,0.0,0.0,0.0086,1,1784300714.996,1784300715.442,1784300715.442
step,38.227,1.2,0.06613,0.00118,0.6555,-0.06495,0.06495,0.31575,0.20698,0.0089,1,1784300714.996,1784300715.652,1784300715.652
step,38.437,1.2,0.0,0.00118,0.8643,0.00118,0.00118,0.31673,0.27374,0.0083,1,1784300714.996,1784300715.86,1784300715.86
step,38.645,1.2,0.0,0.00118,1.0709,0.00118,0.00118,0.0,0.0,0.0062,1,1784300714.996,1784300716.067,1784300716.067
step,38.852,1.2,0.0,0.00118,0.2799,0.00118,0.00118,0.0,0.0,0.0084,1,1784300715.996,1784300716.276,1784300716.276
step,39.061,1.2,0.0,0.00118,0.4893,0.00118,0.00118,0.0,0.0,0.0089,1,1784300715.996,1784300716.485,1784300716.485
step,39.271,1.2,0.00294,0.00118,0.6983,-0.00176,0.00176,0.01407,0.00982,0.0084,1,1784300715.996,1784300716.694,1784300716.694
step,39.479,1.2,0.0,0.00118,0.9082,0.00118,0.00118,0.01401,0.01272,0.0093,1,1784300715.996,1784300716.904,1784300716.904
step,39.689,1.2,0.0,0.00118,0.1149,0.00118,0.00118,0.0,0.0,0.0063,1,1784300716.996,1784300717.111,1784300717.111
step,39.896,1.2,0.0,0.00118,0.3235,0.00118,0.00118,0.0,0.0,0.0081,1,1784300716.996,1784300717.319,1784300717.32
step,40.104,3.2,0.0,0.00118,0.5466,0.00118,0.00118,0.0,0.0,0.0083,1,1784300716.996,1784300717.543,1784300717.543
step,40.328,3.2,0.00294,0.00118,0.7552,-0.00176,0.00176,0.0141,0.01065,0.0081,1,1784300716.996,1784300717.751,1784300717.751
step,40.536,3.2,0.0,0.00118,0.9637,0.00118,0.00118,0.01411,0.0136,0.0079,1,1784300716.996,1784300717.96,1784300717.96
step,40.745,3.2,0.0,0.00118,0.1826,0.00118,0.00118,0.0,0.0,0.0184,1,1784300717.996,1784300718.179,1784300718.179
step,40.964,3.2,0.0,0.00118,0.3927,0.00118,0.00118,0.0,0.0,0.0095,1,1784300717.996,1784300718.389,1784300718.389
step,41.174,3.2,0.0,0.00118,0.6018,0.00118,0.00118,0.0,0.0,0.0086,1,1784300717.996,1784300718.598,1784300718.598
step,41.383,3.2,0.00294,0.00118,0.8112,-0.00176,0.00176,0.01405,0.0114,0.0089,1,1784300717.996,1784300718.807,1784300718.807
step,41.592,3.2,0.0,0.00118,1.0196,0.00118,0.00118,0.01413,0.0144,0.0079,1,1784300717.996,1784300719.016,1784300719.016
step,41.801,3.2,0.0,0.00118,0.2283,0.00118,0.00118,0.0,0.0,0.0082,1,1784300718.996,1784300719.224,1784300719.224
step,42.009,3.2,0.0,0.00118,0.4373,0.00118,0.00118,0.0,0.0,0.0085,1,1784300718.996,1784300719.433,1784300719.433
step,42.218,3.2,0.06986,0.00118,0.6463,-0.06868,0.06868,0.3343,0.21604,0.0084,1,1784300718.996,1784300719.642,1784300719.642
step,42.427,3.2,0.0,0.00118,0.8552,0.00118,0.00118,0.33435,0.28594,0.0086,1,1784300718.996,1784300719.851,1784300719.851
step,42.636,3.2,0.0,0.00118,1.0634,0.00118,0.00118,0.0,0.0,0.0078,1,1784300718.996,1784300720.059,1784300720.06
step,42.845,3.2,0.0,0.00118,0.2732,0.00118,0.00118,0.0,0.0,0.0093,1,1784300719.996,1784300720.269,1784300720.269
step,43.054,3.2,0.0,0.00118,0.4819,0.00118,0.00118,0.0,0.0,0.0081,1,1784300719.996,1784300720.478,1784300720.478
step,43.263,3.2,0.00294,0.00118,0.6907,-0.00176,0.00176,0.01409,0.00973,0.0082,1,1784300719.996,1784300720.687,1784300720.687
step,43.472,3.2,0.0,0.00118,0.8998,0.00118,0.00118,0.01407,0.01266,0.0086,1,1784300719.996,1784300720.896,1784300720.896
step,43.681,3.2,0.0,0.00118,0.1165,0.00118,0.00118,0.0,0.0,0.0163,1,1784300720.996,1784300721.112,1784300721.113
step,43.898,3.2,0.0,0.00118,0.3255,0.00118,0.00118,0.0,0.0,0.0084,1,1784300720.996,1784300721.321,1784300721.322
step,44.106,3.2,0.0,0.00118,0.5339,0.00118,0.00118,0.0,0.0,0.0081,1,1784300720.996,1784300721.53,1784300721.53
step,44.315,3.2,0.00294,0.00118,0.7433,-0.00176,0.00176,0.01405,0.01044,0.0089,1,1784300720.996,1784300721.739,1784300721.739
step,44.524,3.2,0.0,0.00118,0.953,0.00118,0.00118,0.01403,0.01337,0.0092,1,1784300720.996,1784300721.949,1784300721.949
step,44.734,3.2,0.0,0.00118,0.1595,0.00118,0.00118,0.0,0.0,0.007,1,1784300721.997,1784300722.156,1784300722.157
step,44.941,3.2,0.0,0.00118,0.3677,0.00118,0.00118,0.0,0.0,0.0079,1,1784300721.997,1784300722.365,1784300722.365
step,45.15,1.2,0.0,0.00118,0.5911,0.00118,0.00118,0.0,0.0,0.0073,1,1784300721.997,1784300722.588,1784300722.588
step,45.373,1.2,0.00294,0.00118,0.7995,-0.00176,0.00176,0.01412,0.01129,0.008,1,1784300721.997,1784300722.797,1784300722.797
step,45.582,1.2,0.0,0.00118,1.0086,0.00118,0.00118,0.01408,0.0142,0.0082,1,1784300721.997,1784300723.006,1784300723.006
step,45.791,1.2,0.0,0.00118,0.2168,0.00118,0.00118,0.0,0.0,0.0077,1,1784300722.997,1784300723.214,1784300723.214
step,45.999,1.2,0.0,0.00118,0.426,0.00118,0.00118,0.0,0.0,0.0087,1,1784300722.997,1784300723.423,1784300723.423
step,46.208,1.2,0.0,0.00118,0.6344,0.00118,0.00118,0.0,0.0,0.0078,1,1784300722.997,1784300723.631,1784300723.632
step,46.417,1.2,0.00294,0.00118,0.8435,-0.00176,0.00176,0.01408,0.01187,0.0086,1,1784300722.997,1784300723.84,1784300723.841
step,46.625,1.2,0.0,0.00118,1.0514,0.00118,0.00118,0.01416,0.01488,0.0076,1,1784300722.997,1784300724.048,1784300724.048
step,46.833,1.2,0.0,0.00118,0.2595,0.00118,0.00118,0.0,0.0,0.0078,1,1784300723.997,1784300724.257,1784300724.257
step,47.041,1.2,0.0,0.00118,0.467,0.00118,0.00118,0.0,0.0,0.0071,1,1784300723.997,1784300724.464,1784300724.464
step,47.249,1.2,0.00294,0.00118,0.677,-0.00176,0.00176,0.01401,0.00949,0.0095,1,1784300723.997,1784300724.674,1784300724.674
step,47.459,1.2,0.0,0.00118,0.8865,0.00118,0.00118,0.01405,0.01245,0.0089,1,1784300723.997,1784300724.884,1784300724.884
step,47.668,1.2,0.0,0.00118,0.0917,0.00118,0.00118,0.0,0.0,0.0049,1,1784300724.997,1784300725.089,1784300725.089
step,47.874,1.2,0.0,0.00118,0.2999,0.00118,0.00118,0.0,0.0,0.0077,1,1784300724.997,1784300725.297,1784300725.297
step,48.082,1.2,0.0,0.00118,0.5083,0.00118,0.00118,0.0,0.0,0.0077,1,1784300724.997,1784300725.505,1784300725.505
step,48.29,1.2,0.00294,0.00118,0.7159,-0.00176,0.00176,0.01417,0.01015,0.0072,1,1784300724.997,1784300725.713,1784300725.713
step,48.498,1.2,0.0,0.00118,0.9242,0.00118,0.00118,0.01413,0.01306,0.0078,1,1784300724.997,1784300725.921,1784300725.921
step,48.706,1.2,0.0,0.00118,0.1292,0.00118,0.00118,0.0,0.0,0.0045,1,1784300725.997,1784300726.126,1784300726.126
step,48.911,1.2,0.0,0.00118,0.3385,0.00118,0.00118,0.0,0.0,0.0088,1,1784300725.997,1784300726.336,1784300726.336
step,49.12,1.2,0.0,0.00118,0.5473,0.00118,0.00118,0.0,0.0,0.0084,1,1784300725.997,1784300726.544,1784300726.544
step,49.329,1.2,0.00294,0.00118,0.756,-0.00176,0.00176,0.01409,0.01066,0.0082,1,1784300725.997,1784300726.753,1784300726.753
step,49.538,1.2,0.0,0.00118,0.9657,0.00118,0.00118,0.01403,0.01355,0.0091,1,1784300725.997,1784300726.963,1784300726.963
step,49.748,1.2,0.0,0.00118,1.1744,0.00118,0.00118,0.0,0.0,0.0083,1,1784300725.997,1784300727.171,1784300727.172
step,49.957,1.2,0.0,0.00118,1.3838,0.00118,0.00118,0.0,0.0,0.0088,1,1784300725.997,1784300727.381,1784300727.381
step,50.166,3.2,0.0,0.00118,1.6075,0.00118,0.00118,0.0,0.0,0.0076,1,1784300725.997,1784300727.604,1784300727.605
step,50.39,3.2,0.00294,0.00118,1.8158,-0.00176,0.00176,0.01411,0.02563,0.0077,1,1784300725.997,1784300727.813,1784300727.813
step,50.598,3.2,0.0,0.00118,2.0241,0.00118,0.00118,0.01412,0.02858,0.0079,1,1784300725.997,1784300728.021,1784300728.021
step,50.806,3.2,0.0,0.00118,0.2315,0.00118,0.00118,0.0,0.0,0.0079,1,1784300727.998,1784300728.229,1784300728.23
step,51.015,3.2,0.0,0.00118,0.4401,0.00118,0.00118,0.0,0.0,0.0081,1,1784300727.998,1784300728.438,1784300728.438
step,51.223,3.2,0.06691,0.00118,0.6494,-0.06573,0.06573,0.31968,0.20759,0.0088,1,1784300727.998,1784300728.647,1784300728.648
step,51.433,3.2,0.0,0.00118,0.8582,0.00118,0.00118,0.32046,0.27502,0.0082,1,1784300727.998,1784300728.856,1784300728.856
step,51.641,3.2,0.0,0.00118,1.0643,0.00118,0.00118,0.0,0.0,0.0057,1,1784300727.998,1784300729.062,1784300729.062
step,51.847,3.2,0.0,0.00118,0.2734,0.00118,0.00118,0.0,0.0,0.0085,1,1784300728.998,1784300729.271,1784300729.271
step,52.056,3.2,0.0,0.00118,0.4825,0.00118,0.00118,0.0,0.0,0.0087,1,1784300728.998,1784300729.481,1784300729.481
step,52.266,3.2,0.00294,0.00118,0.6926,-0.00176,0.00176,0.014,0.0097,0.0095,1,1784300728.998,1784300729.691,1784300729.691
step,52.476,3.2,0.0,0.00118,0.9009,0.00118,0.00118,0.01412,0.01272,0.0079,1,1784300728.998,1784300729.899,1784300729.899
step,52.684,3.2,0.0,0.00118,1.1061,0.00118,0.00118,0.0,0.0,0.0048,1,1784300728.998,1784300730.104,1784300730.104
step,52.889,3.2,0.0,0.00118,0.316,0.00118,0.00118,0.0,0.0,0.0093,1,1784300729.998,1784300730.314,1784300730.314
step,53.099,3.2,0.0,0.00118,0.5246,0.00118,0.00118,0.0,0.0,0.008,1,1784300729.998,1784300730.523,1784300730.523
step,53.308,3.2,0.00294,0.00118,0.7331,-0.00176,0.00176,0.01411,0.01035,0.008,1,1784300729.998,1784300730.731,1784300730.731
step,53.516,3.2,0.0,0.00118,0.9426,0.00118,0.00118,0.01404,0.01324,0.009,1,1784300729.998,1784300730.941,1784300730.941
step,53.726,3.2,0.0,0.00118,0.1491,0.00118,0.00118,0.0,0.0,0.006,1,1784300730.998,1784300731.147,1784300731.147
step,53.932,3.2,0.0,0.00118,0.357,0.00118,0.00118,0.0,0.0,0.0075,1,1784300730.998,1784300731.355,1784300731.355
step,54.14,3.2,0.0,0.00118,0.5662,0.00118,0.00118,0.0,0.0,0.0086,1,1784300730.998,1784300731.564,1784300731.564
step,54.349,3.2,0.00294,0.00118,0.7745,-0.00176,0.00176,0.01413,0.01094,0.0078,1,1784300730.998,1784300731.772,1784300731.773
step,54.557,3.2,0.0,0.00118,0.9822,0.00118,0.00118,0.01416,0.01391,0.0074,1,1784300730.998,1784300731.98,1784300731.98
step,54.765,3.2,0.0,0.00118,0.1912,0.00118,0.00118,0.0,0.0,0.0084,1,1784300731.998,1784300732.189,1784300732.189
step,54.974,3.2,0.0,0.00118,0.3998,0.00118,0.00118,0.0,0.0,0.0081,1,1784300731.998,1784300732.398,1784300732.398
step,55.183,1.2,0.0,0.00118,0.6235,0.00118,0.00118,0.0,0.0,0.0074,1,1784300731.998,1784300732.622,1784300732.622
step,55.406,1.2,0.00295,0.00118,0.8317,-0.00177,0.00177,0.01414,0.01176,0.0079,1,1784300731.998,1784300732.83,1784300732.83
step,55.615,1.2,0.0,0.00118,1.0397,0.00118,0.00118,0.01416,0.01472,0.0076,1,1784300731.998,1784300733.038,1784300733.038
step,55.823,1.2,0.0,0.00118,0.2483,0.00118,0.00118,0.0,0.0,0.0081,1,1784300732.998,1784300733.246,1784300733.246
step,56.031,1.2,0.0,0.00118,0.4561,0.00118,0.00118,0.0,0.0,0.0073,1,1784300732.998,1784300733.454,1784300733.454
step,56.239,1.2,0.00744,0.00118,0.6722,-0.00626,0.00626,0.03444,0.02315,0.0156,1,1784300732.998,1784300733.67,1784300733.67
step,56.455,1.2,0.0,0.00118,0.8816,0.00118,0.00118,0.03552,0.03131,0.0089,1,1784300732.998,1784300733.88,1784300733.88
step,56.665,1.2,0.0,0.00118,1.0868,0.00118,0.00118,0.0,0.0,0.0047,1,1784300732.998,1784300734.085,1784300734.085
step,56.87,1.2,0.0,0.00132,0.2945,0.00132,0.00132,0.0,0.0,0.0082,1,1784300733.999,1784300734.294,1784300734.294
step,57.079,1.2,0.0,0.00132,0.5034,0.00132,0.00132,0.0,0.0,0.0084,1,1784300733.999,1784300734.502,1784300734.503
step,57.287,1.2,0.00294,0.00132,0.7127,-0.00162,0.00162,0.01407,0.01003,0.0089,1,1784300733.999,1784300734.712,1784300734.712
step,57.497,1.2,0.0,0.00132,0.9225,0.00132,0.00132,0.01403,0.01295,0.0093,1,1784300733.999,1784300734.922,1784300734.922
step,57.706,1.2,0.0,0.00118,0.1283,0.00118,0.00118,0.0,0.0,0.0055,1,1784300734.999,1784300735.127,1784300735.127
step,57.912,1.2,0.0,0.00118,0.3404,0.00118,0.00118,0.0,0.0,0.0115,1,1784300734.999,1784300735.339,1784300735.34
step,58.124,1.2,0.0,0.00118,0.5495,0.00118,0.00118,0.0,0.0,0.0086,1,1784300734.999,1784300735.548,1784300735.549
step,58.333,1.2,0.00294,0.00118,0.7577,-0.00176,0.00176,0.01414,0.01071,0.0078,1,1784300734.999,1784300735.757,1784300735.757
step,58.542,1.2,0.0,0.00118,0.9673,0.00118,0.00118,0.01404,0.01359,0.0091,1,1784300734.999,1784300735.966,1784300735.966
step,58.752,1.2,0.0,0.00118,0.1758,0.00118,0.00118,0.0,0.0,0.0079,1,1784300735.999,1784300736.175,1784300736.175
step,58.96,1.2,0.0,0.00118,0.3852,0.00118,0.00118,0.0,0.0,0.0087,1,1784300735.999,1784300736.384,1784300736.384
